heap_len	heap_nanos	heap_iterations	heap_clones	heap_mc_len	heap_mc_nanos	heap_mc_iterations	heap_mc_clones	heap_circuit	heap_mc_circuit	
36145.637120	144566500	12354	12353	36145.637120	0	26	12	[{"x":643.8605995559287,"y":1393.7564228238473},{"x":4234.266645099974,"y":3230.2223897673475},{"x":5680.146770540155,"y":2673.328586869743},{"x":5562.477215150713,"y":1087.297880813583},{"x":8424.156777483884,"y":3506.9579274291714},{"x":9696.903790028426,"y":2786.5997487165923},{"x":9679.65302980126,"y":3981.2665259627643},{"x":8883.491750134192,"y":5013.680309588678},{"x":8049.448623619872,"y":6221.320349227868},{"x":7050.9033009438845,"y":6874.363915711135},{"x":6562.788477699764,"y":7383.4424594210095},{"x":8385.847323848368,"y":9795.061269286636},{"x":4066.912633604514,"y":7957.78187076919},{"x":3419.211673648699,"y":8570.115499919208},{"x":2662.7399993826602,"y":7543.538233902553},{"x":479.1120011321739,"y":6500.487519744876},{"x":79.50004475007857,"y":6111.144910304598},{"x":1055.5552841271128,"y":4637.769878782713}]	[{"x":643.8605995559287,"y":1393.7564228238473},{"x":4234.266645099974,"y":3230.2223897673475},{"x":5680.146770540155,"y":2673.328586869743},{"x":5562.477215150713,"y":1087.297880813583},{"x":8424.156777483884,"y":3506.9579274291714},{"x":9696.903790028426,"y":2786.5997487165923},{"x":9679.65302980126,"y":3981.2665259627643},{"x":8883.491750134192,"y":5013.680309588678},{"x":8049.448623619872,"y":6221.320349227868},{"x":7050.9033009438845,"y":6874.363915711135},{"x":6562.788477699764,"y":7383.4424594210095},{"x":8385.847323848368,"y":9795.061269286636},{"x":4066.912633604514,"y":7957.78187076919},{"x":3419.211673648699,"y":8570.115499919208},{"x":2662.7399993826602,"y":7543.538233902553},{"x":479.1120011321739,"y":6500.487519744876},{"x":79.50004475007857,"y":6111.144910304598},{"x":1055.5552841271128,"y":4637.769878782713}]	
34382.060168	3896282200	243370	243355	34382.060168	12003000	334	227	[{"x":7988.456888468034,"y":1227.78341706507},{"x":7671.8887868462225,"y":2408.3199884455753},{"x":6451.78331856592,"y":5590.762534921731},{"x":8187.702007889274,"y":7996.876623213875},{"x":7718.2918464741315,"y":9910.793124270942},{"x":7100.08508599234,"y":9483.360196517426},{"x":6504.281053685878,"y":9251.765928411412},{"x":5207.64529067025,"y":9458.417483562054},{"x":4514.173749689399,"y":7463.282035122729},{"x":2968.9715865407975,"y":8195.750971936215},{"x":2974.7819331617397,"y":8624.099866773131},{"x":2193.001511639945,"y":8627.329707656932},{"x":2183.592114132422,"y":7353.904134211483},{"x":2352.471002567543,"y":5985.076066050671},{"x":256.7276507122377,"y":3166.190134531502},{"x":3610.097955792997,"y":4011.0248691776146},{"x":4800.042128265184,"y":5314.251385623506},{"x":6078.921229129745,"y":1868.6060395259499}]	[{"x":7988.456888468034,"y":1227.78341706507},{"x":7671.8887868462225,"y":2408.3199884455753},{"x":6451.78331856592,"y":5590.762534921731},{"x":8187.702007889274,"y":7996.876623213875},{"x":7718.2918464741315,"y":9910.793124270942},{"x":7100.08508599234,"y":9483.360196517426},{"x":6504.281053685878,"y":9251.765928411412},{"x":5207.64529067025,"y":9458.417483562054},{"x":4514.173749689399,"y":7463.282035122729},{"x":2968.9715865407975,"y":8195.750971936215},{"x":2974.7819331617397,"y":8624.099866773131},{"x":2193.001511639945,"y":8627.329707656932},{"x":2183.592114132422,"y":7353.904134211483},{"x":2352.471002567543,"y":5985.076066050671},{"x":256.7276507122377,"y":3166.190134531502},{"x":3610.097955792997,"y":4011.0248691776146},{"x":4800.042128265184,"y":5314.251385623506},{"x":6078.921229129745,"y":1868.6060395259499}]	
38053.802437	283856700	26788	26785	38902.873052	6001500	183	104	[{"x":971.8767297904669,"y":9118.790562460234},{"x":2256.147510774371,"y":7500.126668397562},{"x":1836.8756066087535,"y":5803.466118970465},{"x":2389.4361598268556,"y":3500.9455039885875},{"x":4211.071361181517,"y":540.0201521953783},{"x":7274.863128079093,"y":1383.8046813984806},{"x":7795.624724589482,"y":1046.6080431765606},{"x":9784.771913310236,"y":260.9366203301882},{"x":9977.582441476674,"y":2991.5869650476952},{"x":9278.554515908534,"y":4444.369631297901},{"x":7949.2889293924,"y":6504.072203602709},{"x":7701.032274991887,"y":4321.727099508353},{"x":7009.433103889448,"y":3967.0837259965397},{"x":6481.054240567538,"y":4536.950588632738},{"x":5460.001344854671,"y":4373.520863881031},{"x":4833.505206091578,"y":4511.990136221136},{"x":3850.5662967803873,"y":6884.51707268526},{"x":5481.103212499202,"y":9559.023624322008}]	[{"x":971.8767297904669,"y":9118.790562460234},{"x":1836.8756066087535,"y":5803.466118970465},{"x":2389.4361598268556,"y":3500.9455039885875},{"x":4211.071361181517,"y":540.0201521953783},{"x":7274.863128079093,"y":1383.8046813984806},{"x":7795.624724589482,"y":1046.6080431765606},{"x":9784.771913310236,"y":260.9366203301882},{"x":9977.582441476674,"y":2991.5869650476952},{"x":9278.554515908534,"y":4444.369631297901},{"x":7701.032274991887,"y":4321.727099508353},{"x":7009.433103889448,"y":3967.0837259965397},{"x":6481.054240567538,"y":4536.950588632738},{"x":5460.001344854671,"y":4373.520863881031},{"x":4833.505206091578,"y":4511.990136221136},{"x":7949.2889293924,"y":6504.072203602709},{"x":5481.103212499202,"y":9559.023624322008},{"x":3850.5662967803873,"y":6884.51707268526},{"x":2256.147510774371,"y":7500.126668397562}]	
38655.938529	385668100	38307	38291	38655.938529	12511500	441	339	[{"x":9517.02033065644,"y":1319.2789737936073},{"x":6634.826575804546,"y":2670.840183885461},{"x":6915.24188038191,"y":3930.9063020309613},{"x":7051.228366002079,"y":5064.22300222141},{"x":7890.334588759327,"y":4546.174033834204},{"x":9603.126450151263,"y":6426.515935957159},{"x":7654.999877697106,"y":9789.700340302748},{"x":5495.419655844253,"y":9619.283228432589},{"x":5652.653055785248,"y":7264.234756452064},{"x":4080.90422627293,"y":8536.306012812305},{"x":3819.999721551637,"y":7947.557900979004},{"x":3193.8859452219554,"y":7307.344976227527},{"x":1563.6126007331459,"y":6154.558064183478},{"x":4321.21228412082,"y":5427.358636244418},{"x":2916.677072810021,"y":3822.749961345839},{"x":2074.701914170472,"y":2302.4533652442683},{"x":2423.250018175807,"y":672.3420318640061},{"x":3986.9448081673636,"y":558.3775710916266}]	[{"x":9517.02033065644,"y":1319.2789737936073},{"x":6634.826575804546,"y":2670.840183885461},{"x":6915.24188038191,"y":3930.9063020309613},{"x":7051.228366002079,"y":5064.22300222141},{"x":7890.334588759327,"y":4546.174033834204},{"x":9603.126450151263,"y":6426.515935957159},{"x":7654.999877697106,"y":9789.700340302748},{"x":5495.419655844253,"y":9619.283228432589},{"x":5652.653055785248,"y":7264.234756452064},{"x":4080.90422627293,"y":8536.306012812305},{"x":3819.999721551637,"y":7947.557900979004},{"x":3193.8859452219554,"y":7307.344976227527},{"x":1563.6126007331459,"y":6154.558064183478},{"x":4321.21228412082,"y":5427.358636244418},{"x":2916.677072810021,"y":3822.749961345839},{"x":2074.701914170472,"y":2302.4533652442683},{"x":2423.250018175807,"y":672.3420318640061},{"x":3986.9448081673636,"y":558.3775710916266}]	
34067.609405	11002600	1529	1528	34067.609405	999500	37	16	[{"x":9870.326330402713,"y":64.21696101742809},{"x":9012.33552763694,"y":719.6359630426722},{"x":8117.757798049605,"y":4282.92028383052},{"x":8296.729536583965,"y":6834.892280229578},{"x":6077.125365931446,"y":8077.590460250994},{"x":4378.902263443059,"y":8302.651469050566},{"x":4970.10682103462,"y":7093.480498236012},{"x":4670.03469001318,"y":6826.590014149392},{"x":3935.002334869829,"y":5553.267053787392},{"x":2366.845840013371,"y":6489.047564500844},{"x":1128.5432071042767,"y":8070.243024744756},{"x":513.4417425249471,"y":5519.344121788109},{"x":515.442031100329,"y":4988.099820423065},{"x":543.4794733982668,"y":2805.552219910986},{"x":3655.7912105837713,"y":1956.2436976278175},{"x":4648.985634756327,"y":2409.236071332993},{"x":8485.28140402108,"y":313.48351929827544},{"x":9721.234754124223,"y":33.5254858475856}]	[{"x":9870.326330402713,"y":64.21696101742809},{"x":9012.33552763694,"y":719.6359630426722},{"x":8117.757798049605,"y":4282.92028383052},{"x":8296.729536583965,"y":6834.892280229578},{"x":6077.125365931446,"y":8077.590460250994},{"x":4378.902263443059,"y":8302.651469050566},{"x":4970.10682103462,"y":7093.480498236012},{"x":4670.03469001318,"y":6826.590014149392},{"x":3935.002334869829,"y":5553.267053787392},{"x":2366.845840013371,"y":6489.047564500844},{"x":1128.5432071042767,"y":8070.243024744756},{"x":513.4417425249471,"y":5519.344121788109},{"x":515.442031100329,"y":4988.099820423065},{"x":543.4794733982668,"y":2805.552219910986},{"x":3655.7912105837713,"y":1956.2436976278175},{"x":4648.985634756327,"y":2409.236071332993},{"x":8485.28140402108,"y":313.48351929827544},{"x":9721.234754124223,"y":33.5254858475856}]	
29209.840016	248608900	19498	19497	29209.840016	5001200	140	98	[{"x":6969.0536258820775,"y":1524.2983765205995},{"x":7608.435109764231,"y":4606.512895815979},{"x":7782.490483630032,"y":5442.737625586554},{"x":6951.060856642734,"y":5766.847938251563},{"x":4725.9611054325305,"y":7226.216460520541},{"x":5853.48205229083,"y":8547.299874415377},{"x":4346.823375929129,"y":9814.256518350869},{"x":3588.6722864548037,"y":9137.617504593107},{"x":2890.8810626994436,"y":7765.5221247176805},{"x":2351.8631053298145,"y":7184.7600619385585},{"x":2061.088199563487,"y":8240.802104905293},{"x":625.2982727545221,"y":8019.522781938123},{"x":487.1408991690082,"y":5646.287713686459},{"x":417.0763976325631,"y":5621.506789293373},{"x":1133.6159280838351,"y":3934.9879738681793},{"x":2912.3515779931126,"y":4839.259367755103},{"x":5974.714331933352,"y":1233.992439918706},{"x":6554.726192432027,"y":1467.4812030442724}]	[{"x":6969.0536258820775,"y":1524.2983765205995},{"x":7608.435109764231,"y":4606.512895815979},{"x":7782.490483630032,"y":5442.737625586554},{"x":6951.060856642734,"y":5766.847938251563},{"x":4725.9611054325305,"y":7226.216460520541},{"x":5853.48205229083,"y":8547.299874415377},{"x":4346.823375929129,"y":9814.256518350869},{"x":3588.6722864548037,"y":9137.617504593107},{"x":2890.8810626994436,"y":7765.5221247176805},{"x":2351.8631053298145,"y":7184.7600619385585},{"x":2061.088199563487,"y":8240.802104905293},{"x":625.2982727545221,"y":8019.522781938123},{"x":487.1408991690082,"y":5646.287713686459},{"x":417.0763976325631,"y":5621.506789293373},{"x":1133.6159280838351,"y":3934.9879738681793},{"x":2912.3515779931126,"y":4839.259367755103},{"x":5974.714331933352,"y":1233.992439918706},{"x":6554.726192432027,"y":1467.4812030442724}]	
35588.260535	573007900	47382	47381	35588.260535	3000400	110	51	[{"x":2486.998904113539,"y":1597.989828744913},{"x":5914.636105069062,"y":848.6738384459263},{"x":7521.260267783791,"y":2516.26196970831},{"x":9755.232216396096,"y":3997.241068081945},{"x":7680.0807468922585,"y":5461.274295311841},{"x":6346.099064465348,"y":4413.6370461312035},{"x":6440.594675279441,"y":5762.398617922865},{"x":6419.946963529065,"y":5812.835884892334},{"x":8435.607781235705,"y":8067.054271413914},{"x":7934.538468990438,"y":8306.944386327143},{"x":7234.509192493664,"y":8367.744093281559},{"x":5503.751518049963,"y":8153.650068026749},{"x":4169.889331578369,"y":8617.563631347219},{"x":4222.106466748472,"y":9705.678409336188},{"x":1548.2867751380847,"y":8371.457596272834},{"x":2484.597685302744,"y":7539.382692018921},{"x":3816.0415002890013,"y":6275.465495388548},{"x":741.5441398770348,"y":4178.94127079689}]	[{"x":2486.998904113539,"y":1597.989828744913},{"x":5914.636105069062,"y":848.6738384459263},{"x":7521.260267783791,"y":2516.26196970831},{"x":9755.232216396096,"y":3997.241068081945},{"x":7680.0807468922585,"y":5461.274295311841},{"x":6346.099064465348,"y":4413.6370461312035},{"x":6440.594675279441,"y":5762.398617922865},{"x":6419.946963529065,"y":5812.835884892334},{"x":8435.607781235705,"y":8067.054271413914},{"x":7934.538468990438,"y":8306.944386327143},{"x":7234.509192493664,"y":8367.744093281559},{"x":5503.751518049963,"y":8153.650068026749},{"x":4169.889331578369,"y":8617.563631347219},{"x":4222.106466748472,"y":9705.678409336188},{"x":1548.2867751380847,"y":8371.457596272834},{"x":2484.597685302744,"y":7539.382692018921},{"x":3816.0415002890013,"y":6275.465495388548},{"x":741.5441398770348,"y":4178.94127079689}]	
36780.235890	5251875600	334181	334169	36780.235890	13529700	350	256	[{"x":2799.4367958438015,"y":9347.870751101284},{"x":3551.4014055480907,"y":6832.516233929149},{"x":1868.3824836550612,"y":5360.553958557186},{"x":97.7900945641212,"y":3018.2102049899336},{"x":869.9152632741383,"y":2988.9341792023165},{"x":2901.4070695358187,"y":3761.7047548307046},{"x":3465.532278443164,"y":3297.137848103123},{"x":3520.4694878034516,"y":2378.1219317262926},{"x":4467.19441250117,"y":2333.088167506739},{"x":6039.376763730887,"y":146.0636599589991},{"x":8571.260966368054,"y":790.6486331858526},{"x":8004.080462495831,"y":1843.2911275368888},{"x":7766.205260811526,"y":4122.613195806953},{"x":5230.869116659916,"y":3794.3616351969677},{"x":4404.198336871026,"y":4608.905301922097},{"x":6340.455328546421,"y":5206.40948769585},{"x":8157.344302820645,"y":7806.514191561416},{"x":6051.248648334803,"y":9089.923619568695}]	[{"x":2799.4367958438015,"y":9347.870751101284},{"x":3551.4014055480907,"y":6832.516233929149},{"x":1868.3824836550612,"y":5360.553958557186},{"x":97.7900945641212,"y":3018.2102049899336},{"x":869.9152632741383,"y":2988.9341792023165},{"x":2901.4070695358187,"y":3761.7047548307046},{"x":3465.532278443164,"y":3297.137848103123},{"x":3520.4694878034516,"y":2378.1219317262926},{"x":4467.19441250117,"y":2333.088167506739},{"x":6039.376763730887,"y":146.0636599589991},{"x":8571.260966368054,"y":790.6486331858526},{"x":8004.080462495831,"y":1843.2911275368888},{"x":7766.205260811526,"y":4122.613195806953},{"x":5230.869116659916,"y":3794.3616351969677},{"x":4404.198336871026,"y":4608.905301922097},{"x":6340.455328546421,"y":5206.40948769585},{"x":8157.344302820645,"y":7806.514191561416},{"x":6051.248648334803,"y":9089.923619568695}]	
34732.112021	253562600	24030	24029	34732.112021	3000700	87	42	[{"x":8907.750289485652,"y":260.10865608739874},{"x":8413.647582052632,"y":2214.165497043687},{"x":6998.376596193255,"y":3722.409183698922},{"x":5857.963261718761,"y":4597.34614769081},{"x":8548.520903021168,"y":6774.258441731258},{"x":4671.256005753443,"y":9437.90596340837},{"x":3957.4469737461345,"y":9022.955987615742},{"x":1373.5505188480277,"y":9581.808478873045},{"x":1071.426621948316,"y":9220.973144986117},{"x":2015.8977932267924,"y":8761.62315115281},{"x":2790.714563758409,"y":7100.549470941807},{"x":3305.6634821787793,"y":6790.4084719778275},{"x":1990.9853672420074,"y":6007.682204107671},{"x":1759.4759615691717,"y":5494.707551619219},{"x":1043.054411821813,"y":5519.821014887767},{"x":2501.5335269614425,"y":3008.459907597619},{"x":6170.500483613588,"y":2303.645501777839},{"x":6878.410812291498,"y":281.6394933201485}]	[{"x":8907.750289485652,"y":260.10865608739874},{"x":8413.647582052632,"y":2214.165497043687},{"x":6998.376596193255,"y":3722.409183698922},{"x":5857.963261718761,"y":4597.34614769081},{"x":8548.520903021168,"y":6774.258441731258},{"x":4671.256005753443,"y":9437.90596340837},{"x":3957.4469737461345,"y":9022.955987615742},{"x":1373.5505188480277,"y":9581.808478873045},{"x":1071.426621948316,"y":9220.973144986117},{"x":2015.8977932267924,"y":8761.62315115281},{"x":2790.714563758409,"y":7100.549470941807},{"x":3305.6634821787793,"y":6790.4084719778275},{"x":1990.9853672420074,"y":6007.682204107671},{"x":1759.4759615691717,"y":5494.707551619219},{"x":1043.054411821813,"y":5519.821014887767},{"x":2501.5335269614425,"y":3008.459907597619},{"x":6170.500483613588,"y":2303.645501777839},{"x":6878.410812291498,"y":281.6394933201485}]	
43124.601607	240499400	18377	18374	43124.601607	6995400	286	183	[{"x":91.57715689254061,"y":391.89847105536006},{"x":3013.7493305169965,"y":589.0604141355019},{"x":5830.541884582093,"y":3005.8631168277984},{"x":6782.294808776861,"y":1589.5851227165094},{"x":6387.721876151004,"y":606.1475538088457},{"x":8254.765229703333,"y":253.60175774919085},{"x":9874.198955586038,"y":4564.887594152384},{"x":8699.834127837257,"y":7223.281233745863},{"x":9036.087995101338,"y":7981.329614309655},{"x":7580.966060043807,"y":9504.693914851958},{"x":6681.651755473343,"y":9895.103474514324},{"x":2372.7928311210912,"y":9882.208781022877},{"x":1332.412352612235,"y":9113.404321037211},{"x":764.2598339557895,"y":5951.758938609481},{"x":1561.499451622547,"y":5712.965826815439},{"x":3590.6041328807737,"y":6947.455852706084},{"x":4201.444917129656,"y":5826.593342856981},{"x":3471.2147260054703,"y":3290.221972159748}]	[{"x":91.57715689254061,"y":391.89847105536006},{"x":3013.7493305169965,"y":589.0604141355019},{"x":5830.541884582093,"y":3005.8631168277984},{"x":6782.294808776861,"y":1589.5851227165094},{"x":6387.721876151004,"y":606.1475538088457},{"x":8254.765229703333,"y":253.60175774919085},{"x":9874.198955586038,"y":4564.887594152384},{"x":8699.834127837257,"y":7223.281233745863},{"x":9036.087995101338,"y":7981.329614309655},{"x":7580.966060043807,"y":9504.693914851958},{"x":6681.651755473343,"y":9895.103474514324},{"x":2372.7928311210912,"y":9882.208781022877},{"x":1332.412352612235,"y":9113.404321037211},{"x":764.2598339557895,"y":5951.758938609481},{"x":1561.499451622547,"y":5712.965826815439},{"x":3590.6041328807737,"y":6947.455852706084},{"x":4201.444917129656,"y":5826.593342856981},{"x":3471.2147260054703,"y":3290.221972159748}]	
39427.452934	258307100	23857	23856	39427.452934	12002900	395	350	[{"x":9043.001502982794,"y":9245.65519712167},{"x":6377.133307686057,"y":9338.497844337246},{"x":3557.069448526669,"y":8922.844377382338},{"x":2733.331400614861,"y":6956.684602642742},{"x":2907.68797850065,"y":5331.056574551209},{"x":2429.1610614628003,"y":5513.204718514831},{"x":597.6454536932507,"y":4986.789603328812},{"x":865.7058972139708,"y":3576.066152719527},{"x":481.42415020949454,"y":2437.812561286661},{"x":40.15500936964063,"y":2256.0628771959587},{"x":1530.9516918565832,"y":1893.0317383869337},{"x":4114.081769860482,"y":1918.8988849289333},{"x":4043.870838788963,"y":4013.24630128688},{"x":6257.233129920096,"y":5414.013236649663},{"x":5800.375147308302,"y":2374.186387143897},{"x":8145.202721148395,"y":326.4439402221273},{"x":9698.520136819368,"y":2022.0321903734705},{"x":9833.489282880084,"y":4387.606083758403}]	[{"x":9043.001502982794,"y":9245.65519712167},{"x":6377.133307686057,"y":9338.497844337246},{"x":3557.069448526669,"y":8922.844377382338},{"x":2733.331400614861,"y":6956.684602642742},{"x":2907.68797850065,"y":5331.056574551209},{"x":2429.1610614628003,"y":5513.204718514831},{"x":597.6454536932507,"y":4986.789603328812},{"x":865.7058972139708,"y":3576.066152719527},{"x":481.42415020949454,"y":2437.812561286661},{"x":40.15500936964063,"y":2256.0628771959587},{"x":1530.9516918565832,"y":1893.0317383869337},{"x":4114.081769860482,"y":1918.8988849289333},{"x":4043.870838788963,"y":4013.24630128688},{"x":6257.233129920096,"y":5414.013236649663},{"x":5800.375147308302,"y":2374.186387143897},{"x":8145.202721148395,"y":326.4439402221273},{"x":9698.520136819368,"y":2022.0321903734705},{"x":9833.489282880084,"y":4387.606083758403}]	
